Date,Stock,Open,High,Low,Close,Volume,SMA_10,SMA_50,EMA_10,EMA_50,Close_Lag_1,Close_Lag_3,Close_Lag_7,Close_Lag_14,RSI_14,Bollinger_High,Bollinger_Low,Volatility
2024-03-13,AAPL,170.3257598876953,172.37607625258147,169.95748841772314,171.9580519129805,52488700,172.7642308535309,182.75671997821445,173.2153001669464,180.91667735394418,172.3362371923594,168.20576217934803,175.3221528407019,182.6177232415446,36.20851150296751,188.5688488024802,166.37117629688436,2.4185878348583287
2024-03-14,AAPL,172.1869659423828,173.49080701178275,171.2414336176872,172.0973925529764,72913500,171.9321597426771,182.47800638914453,173.01204423713367,180.57082304802387,171.9580519129805,172.12725037151972,169.9574719243141,184.1405042298665,36.60997886303056,187.70093668596408,166.00392160619347,2.2493733940955565
2024-03-15,AAPL,171.80873107910156,171.80873107910156,169.4896795825833,170.36554869703198,121664700,171.09809711968032,182.2229059454993,172.53086322984242,180.17061621073006,172.0973925529764,172.3362371923594,170.256065044738,181.38353517321784,33.76565949590821,187.0889139912037,165.38376064867828,2.319051496518256
2024-03-18,AAPL,172.90357971191406,176.87483361469177,172.70452267737835,174.7448914522954,75604200,171.04037098083967,182.09654549373911,172.93341381574297,179.95784269079147,170.36554869703198,171.9580519129805,168.35503848083317,180.24888975946536,45.33202154088208,186.31565249228103,165.375714300885,4.170310937313417
2024-03-19,AAPL,175.2524871826172,175.77999515234478,172.2168180823409,173.52065910891577,55215200,171.39668969929983,181.94888122723364,173.04018568722893,179.70540411895323,174.7448914522954,172.0973925529764,168.20576217934803,181.65227187035532,43.06786473216638,185.7204234330026,165.22944518120667,3.5631770700038885
2024-03-20,AAPL,177.83030700683594,177.83030700683594,174.2671300256647,174.89417408943874,53423100,171.86050060376994,181.82669933995908,173.3772744876307,179.51672843152127,173.52065910891577,170.36554869703198,172.12725037151972,180.4181036615144,46.30801470551458,185.0830440700865,165.24774580095522,3.563176981171239
2024-03-21,AAPL,170.56460571289062,176.65585381045534,170.037097774542,176.21791925324277,106181300,172.64678868101086,181.69461083361975,173.89375535410562,179.38736336570645,174.89417408943874,174.7448914522954,172.3362371923594,178.70617492699984,49.30268014047761,184.17623061044242,165.5145788617691,6.61875603591335
2024-03-22,AAPL,171.47035217285156,172.23673773536032,169.26078406375387,170.95279171103329,71106600,172.9214916341794,181.44867104013372,173.35903469172882,179.05659584983692,176.21791925324277,173.52065910891577,171.9580519129805,175.3221528407019,39.79531830126468,182.6166695118358,165.7553687084924,2.9759536716064474
2024-03-25,AAPL,170.0470733642578,171.13194711675715,168.65364374159117,169.76839047714014,54288300,172.68560564474143,181.13550478233432,172.70619028907635,178.69235250188802,170.95279171103329,174.89417408943874,172.0973925529764,169.9574719243141,38.01921868443788,181.55944262414752,165.6510811265729,2.4783033751659787
2024-03-26,AAPL,168.9124298095703,170.61438491064948,168.78303590364706,169.20106023000122,57388400,172.37208794850562,180.8205348242283,172.06889391469903,178.32014496181404,169.76839047714014,176.21791925324277,170.36554869703198,170.256065044738,37.163610349616334,180.60934352762652,165.49639727014753,1.8313490070024159
2024-03-27,AAPL,172.49551391601562,172.78415954350993,169.31055559917013,169.60914876354798,60273300,172.13719763356238,180.59126090254315,171.62166752358064,177.97853726776438,169.20106023000122,170.95279171103329,174.7448914522954,168.35503848083317,38.24027464703563,179.02580516387218,165.87562332322113,3.4736039443398
2024-03-28,AAPL,170.67410278320312,171.4205780589011,169.70866021166748,170.94283813483634,65672700,172.0217421917484,180.40635409217535,171.4982439983544,177.70262749784564,169.60914876354798,169.76839047714014,173.52065910891577,168.20576217934803,41.752873646406755,177.46264994609152,166.49125198833394,1.7119178472336216
2024-04-01,AAPL,169.2309112548828,170.4451788535061,168.68349304450714,170.38546326457012,46240500,172.02373364850217,180.11447520787584,171.29592022857543,177.41567988085444,170.94283813483634,169.20106023000122,174.89417408943874,172.12725037151972,40.710772349179585,176.12716400440496,166.99466676377756,1.7616858089989478
2024-04-02,AAPL,168.0465087890625,168.54415896803064,167.43937496323824,168.28538634231538,49329500,171.37778313750417,179.71618140989463,170.7485504310736,177.05762915385293,170.38546326457012,169.60914876354798,176.21791925324277,172.3362371923594,36.96699340875164,175.6443788859578,166.77377523238607,1.104784004792407
2024-04-03,AAPL,168.85269165039062,169.8778497555363,167.78772821512752,167.99673277562965,47691700,170.82539050417557,179.25306922536078,170.2482199482656,176.7022998841187,168.28538634231538,170.94283813483634,170.95279171103329,171.9580519129805,36.47055019387548,175.73532225046947,166.486757953006,2.0901215404087736
2024-04-04,AAPL,168.026611328125,171.11203328162168,168.026611328125,169.48968886138192,53704400,170.28494198136985,178.76574093970726,170.11030520519583,176.419452393031,167.99673277562965,170.38546326457012,169.76839047714014,172.0973925529764,40.89192236179307,175.73723322479142,166.40820936034837,3.0854219534966774
2024-04-05,AAPL,168.7830352783203,169.5892261323792,168.15599119757314,168.79298281447828,42055200,169.54244833749345,178.25652638798007,169.87079204324715,176.12037515465641,169.48968886138192,168.28538634231538,169.20106023000122,170.36554869703198,39.510022769459454,175.71176428842134,166.47747273008295,1.4332349348060518
2024-04-08,AAPL,167.65834045410156,168.40481571452685,167.4493358859462,168.23561647794648,37425500,169.27073081418476,177.7401402917697,169.57348739501066,175.81116893204035,168.79298281447828,167.99673277562965,169.60914876354798,174.7448914522954,38.39223789759164,175.70953799582864,166.48268445253555,0.9554798285806498
2024-04-09,AAPL,168.87261962890625,169.2806964440478,167.55883097808936,167.90717701117094,42451200,169.08460946758782,177.2360720952451,169.27052187067616,175.50120846455528,168.23561647794648,169.48968886138192,170.94283813483634,173.52065910891577,37.715117802004436,175.67330419795223,166.09691091437708,1.7218654659584445
2024-04-10,AAPL,166.9915008544922,168.29534195603523,166.3246514051182,168.00671152069506,49709300,168.96517459665722,176.77892468274092,169.0407381706796,175.2073066236196,167.90717701117094,168.79298281447828,170.38546326457012,174.89417408943874,38.07158148514407,175.56508472974843,165.7721778154144,1.970690550917027
2024-04-11,AAPL,174.21737670898438,174.63541624491384,167.36972023014152,167.5488670137579,91070300,168.7591464216782,176.3338928872388,168.76948886942108,174.906975658527,168.00671152069506,168.23561647794648,168.28538634231538,176.21791925324277,37.02198738248827,175.48750849505294,165.4088355601876,7.265696014772317
2024-04-12,AAPL,175.72027587890625,177.52176704196785,173.39127675717174,173.4410296238906,101593300,169.00896557058363,176.08423892019297,169.61885991568826,174.84948757873732,167.5488670137579,167.90717701117094,167.99673277562965,170.95279171103329,54.432659750236894,175.675229080846,165.35547868148598,4.13049028479611
2024-04-15,AAPL,171.87840270996094,175.7998881273465,171.68929323241036,174.53585255667426,73531800,169.42400449979405,175.91711706832587,170.51285857768573,174.8371881661074,173.4410296238906,168.00671152069506,169.48968886138192,169.76839047714014,56.82129610899506,176.17169353302796,165.2760446152683,4.110594894936128
2024-04-16,AAPL,168.58399963378906,172.94340539530876,167.47921549696915,170.94285690412892,73711200,169.68975155597542,175.76024244917957,170.5910400915845,174.68446929308865,174.53585255667426,167.5488670137579,168.79298281447828,169.20106023000122,47.939732084574075,175.66310488764492,165.4044298058347,5.464189898339612
2024-04-17,AAPL,167.21046447753906,169.84800441976404,167.21046447753906,168.81289870293196,50901200,169.77136814870565,175.39595837867742,170.26774165728403,174.45421162288642,170.94285690412892,173.4410296238906,168.23561647794648,169.60914876354798,43.5899840772863,175.28801326353403,165.30874538934717,2.6375399422249757
2024-04-18,AAPL,166.25494384765625,167.84743029154777,165.76725645436014,167.24029654336022,43122900,169.54642891690347,175.02586826876615,169.71729709111605,174.17131299231676,168.81289870293196,174.53585255667426,167.90717701117094,170.94283813483634,40.65683250445205,174.60148704248283,165.22988385579052,2.0801738371876297
2024-04-19,AAPL,164.2245635986328,165.6179780634261,163.3088890664717,165.42888374733738,67772100,169.21001901018937,174.54440110794596,168.93758557406537,173.82847262976856,167.24029654336022,170.94285690412892,168.00671152069506,170.38546326457012,37.524645783413845,173.48419562822448,165.2682717194583,2.309088996954415
2024-04-22,AAPL,165.06060791015625,166.47393259764522,163.9956444231876,164.74211969252124,48116400,168.86066933164685,174.07404925645955,168.1747735956028,173.472145063602,165.42888374733738,168.81289870293196,167.5488670137579,168.28538634231538,36.380305328946605,173.5698672965977,164.5615328492339,2.4782881744576173
2024-04-23,AAPL,166.11561584472656,166.26492000363532,164.14492548116624,164.57291251221173,49537800,168.52724288175094,173.61023968322675,167.51988976225897,173.12315555178276,164.74211969252124,167.24029654336022,173.4410296238906,167.99673277562965,36.08829318833296,173.70039915123547,163.91145319810332,2.119994522469085
2024-04-24,AAPL,168.22567749023438,168.50436038665487,165.4288858023208,165.7573215689687,48251800,168.3023038865783,173.1746961589132,167.19942281802437,172.83429931716262,164.57291251221173,165.42888374733738,174.53585255667426,169.48968886138192,39.734734729333155,173.6997874236551,163.5676910595804,3.0754745843340743
2024-04-25,AAPL,169.09158325195312,169.80820075027214,167.3597550998357,168.73327450279362,50558300,168.42074463548187,172.8514227580174,167.47830494252787,172.67347481463833,165.7573215689687,164.74211969252124,170.94285690412892,168.79298281447828,47.79436700884911,173.63661466099467,163.54327639616542,2.4484456504364402
2024-04-26,AAPL,168.5043487548828,170.53475474394267,168.38490238817732,169.081624768213,44838400,167.98480414991408,172.54407404088073,167.76981763810696,172.53261795007265,168.73327450279362,164.57291251221173,168.81289870293196,168.23561647794648,48.65989217945878,173.43402544481071,163.559744275687,2.149852355765347
2024-04-29,AAPL,172.68460083007812,175.20270935632288,172.28648678772151,172.55520693212748,68169400,167.78673958745944,172.34143047512754,168.63988841883796,172.53350379250617,169.081624768213,165.7573215689687,167.24029654336022,167.90717701117094,56.41890679708551,173.7927537729642,163.41799031428923,2.91622256860137
2024-04-30,AAPL,169.52951049804688,174.1676137755898,169.20105955998108,172.51541154910535,65934800,167.94399505195707,172.14057930772054,169.3445289879775,172.53279429276498,172.55520693212748,168.73327450279362,165.42888374733738,168.00671152069506,56.31390294827219,174.27280600978617,163.36094059814633,4.966554215608738
2024-05-01,AAPL,168.5043487548828,171.89832652202932,168.31523926242042,168.78303163206596,50383100,167.94100834487045,171.89752712239218,169.24243855962993,172.38574477665912,172.51541154910535,169.081624768213,164.74211969252124,167.5488670137579,47.40295675862527,174.29923169563412,163.41314479794195,3.5830872596089023
2024-05-02,AAPL,172.21682739257812,172.6049939419865,170.08688513916923,171.69926693100732,94214900,168.3869053836352,171.70981323059004,169.68913462715307,172.35882407682965,168.78303163206596,172.55520693212748,164.57291251221173,173.4410296238906,53.583190245830764,174.54468241636198,163.38865188417662,2.5181088028172667
2024-05-03,AAPL,182.51817321777344,186.1211554309572,181.8015557893833,185.7727942523785,163224100,170.42129643413926,171.7729146508067,172.61343637719403,172.8848621229296,171.69926693100732,172.51541154910535,165.7573215689687,174.53585255667426,71.18172763334061,179.01969285512888,160.61162258919978,4.319599641573916
2024-05-06,AAPL,180.8560333251953,183.3343214775735,179.5720873686165,181.4930249418685,78569700,172.096386959074,171.71996506504675,174.22790702531665,173.22243713543702,185.7727942523785,168.78303163206596,168.73327450279362,170.94285690412892,63.31957676161304,180.95371544235573,160.00334084836518,3.7622341089569886
2024-05-07,AAPL,181.54278564453125,184.0310366275269,180.46787458450643,182.5878540948052,77305800,173.89788111733338,171.7440514434785,175.7478974015873,173.58970838874558,181.4930249418685,171.69926693100732,169.081624768213,168.81289870293196,64.40275496831802,182.85640637198682,159.56871762709747,3.563162043020469
2024-05-08,AAPL,181.8811798095703,182.20963072654143,180.5972339353124,181.9906634485607,45057100,175.52121530529254,171.77888691726042,176.88294577376428,173.91915760677753,182.5878540948052,185.7727942523785,172.55520693212748,167.24029654336022,63.30462848193547,184.3536887616647,159.46983043020614,1.6123967912290311
2024-05-09,AAPL,183.70260620117188,183.792179594264,181.2541604804327,181.7020426329725,48983000,176.81809211831043,171.77988233251276,177.75914520271124,174.22436878427538,181.9906634485607,181.4930249418685,172.51541154910535,165.42888374733738,62.74776909244782,185.58712594671266,159.65171080707967,2.538019113831325
2024-05-10,AAPL,182.4368438720703,184.47000383075684,181.51992740382525,184.2806378369833,50759500,178.33799342518745,171.85713301602212,178.94487113621526,174.61873227653845,181.7020426329725,182.5878540948052,168.78303163206596,164.74211969252124,65.65459442347773,187.09151965584078,159.23127791926083,2.950076426931588
2024-05-13,AAPL,185.656005859375,186.4732663574828,184.0015628078464,184.8188233059542,72044800,179.56435506257014,171.97938598360125,180.01286243980414,175.01873584631946,184.2806378369833,181.9906634485607,171.69926693100732,164.57291251221173,66.2465890936526,188.50093626354266,158.8501583864869,2.471703549636402
2024-05-14,AAPL,186.8021697998047,187.66926595480425,185.6659889969534,186.8819036535792,52393600,181.00100427301754,172.21058099985876,181.26177902412687,175.48395811327083,184.8188233059542,181.7020426329725,185.7727942523785,165.7573215689687,68.48883126613106,190.3041033454354,158.6408959795392,2.003276957850858
2024-05-15,AAPL,189.08450317382807,190.0113806876588,186.74236879854,187.28056849688068,70400000,182.85075795949902,172.5570429313101,182.35610438280938,175.9465702851771,186.8819036535792,184.2806378369833,181.4930249418685,168.73327450279362,68.91850931732716,191.9377160538551,158.8540502505144,3.2690118891187865
2024-05-16,AAPL,189.2041015625,190.4598907547877,189.02471179656044,189.83199615864385,52845200,184.66403088226267,172.94856155358823,183.71535743296107,176.49109679001896,187.28056849688068,184.8188233059542,182.5878540948052,169.081624768213,71.58862970771858,193.75642689884336,159.2945093670545,1.4351789582272545
2024-05-17,AAPL,189.23399353027344,190.17084727488813,188.54630236847427,188.875198802712,41282900,184.97427133729602,173.3589647600258,184.65351040927942,176.97674784934026,189.83199615864385,186.8819036535792,181.9906634485607,172.55520693212748,69.18823507955173,194.93973782408938,160.45582994734593,1.6245449064138597
2024-05-20,AAPL,190.40008544921875,191.2771426664072,188.37688635675943,188.6958217839837,44361300,185.69455102150755,173.7687659521185,185.3884761137711,177.43631937618903,188.875198802712,187.28056849688068,181.7020426329725,172.51541154910535,68.72300024362349,195.69334676574297,162.09759121483856,2.900256309647773
2024-05-21,AAPL,191.7057037353516,192.08442053272117,190.28048580582157,190.4499145429012,42309400,186.48075706631712,174.13521923554615,186.3087376463402,177.9466564415503,188.6958217839837,189.83199615864385,184.2806378369833,168.78303163206596,70.79134073441922,196.34934455622852,164.02929362742196,1.8039347268995982
2024-05-22,AAPL,190.2605438232422,192.17412585880135,189.63266445026173,191.625965130265,34648500,187.44428723448758,174.52101379430428,187.27550627978107,178.48309991953911,190.4499145429012,188.875198802712,184.8188233059542,171.69926693100732,72.12243822560264,196.94099890132978,166.02450363845034,2.541461408539618
2024-05-23,AAPL,186.25401306152344,190.3602074339564,186.0048504863481,190.3402701697929,51005900,188.3081099881696,174.8886581594405,187.83273607796502,178.94808698817653,191.625965130265,188.6958217839837,186.8819036535792,185.7727942523785,68.4498891057768,197.30996830913045,167.81623379734958,4.3553569476083
2024-05-24,AAPL,189.3436279296875,189.9416242186365,187.41012383078692,188.1875250894915,36294600,188.69879871342044,175.21046081017082,187.89724317096983,179.31041789411046,190.3402701697929,190.4499145429012,187.28056849688068,181.4930249418685,62.69339155003597,197.07555388999594,169.96123824861195,2.531500387849576
2024-05-28,AAPL,189.3535919189453,192.3535037829733,188.4665737792376,190.8684893929941,52280100,189.3037653221244,175.62051962409004,188.43746975679244,179.76367559994904,188.1875250894915,191.625965130265,189.83199615864385,182.5878540948052,66.47469415345225,197.3650012328178,171.50311915187677,3.8869300037356993
2024-05-29,AAPL,189.652587890625,191.6060292626522,188.8752018363686,188.97487295416656,53068000,189.51306225218315,175.9051192541275,188.53517942904227,180.12489902560463,190.8684893929941,190.3402701697929,188.875198802712,181.9906634485607,61.71649530568637,197.0981926866621,173.4158738385386,2.7308274262836107
2024-05-30,AAPL,190.6492462158203,191.53626445370173,189.99146851693155,190.1210227262773,49947900,189.7971076751228,176.23712652647473,188.8235145739941,180.5169038766114,188.97487295416656,188.1875250894915,188.6958217839837,181.7020426329725,63.423078372148446,195.60364674731224,177.04421888730954,1.5447959367701856
2024-05-31,AAPL,191.60601806640625,191.92495345858123,189.2738600399137,190.79873376551856,75158300,189.89378143581027,176.55521771999634,189.18264533608942,180.92011289186266,190.1210227262773,190.8684893929941,190.4499145429012,184.2806378369833,64.43269065694619,193.88903418631762,180.66877813175532,2.6510934186675286
2024-06-03,AAPL,193.38006591796875,194.33685694398167,191.8751293663799,192.25384615761888,50080500,190.23164617130095,176.8759362580838,189.74104548545841,181.36457301993153,190.79873376551856,188.97487295416656,191.625965130265,184.8188233059542,66.56654788623797,194.51454925011686,180.69136825848008,2.4617275776017777
2024-06-04,AAPL,193.6989898681641,194.66574186569684,192.38340418619828,193.9880117607724,47471400,190.76086516897982,177.3366406590786,190.5132211718791,181.85960983329784,192.25384615761888,190.1210227262773,190.3402701697929,186.8819036535792,68.95688089845389,195.07579968096903,181.37961650951834,2.2823376794985677
2024-06-05,AAPL,195.21389770507807,196.24044634116564,194.2172473626493,194.7454708275224,54156800,191.19042079744196,177.8361822660862,191.28272110926878,182.3649377154243,193.9880117607724,190.79873376551856,188.1875250894915,187.28056849688068,69.96690235590212,195.7314527282352,181.93972513552384,2.023198978516348
2024-06-06,AAPL,193.8285675048828,195.8418055915052,193.51960831096957,195.0345211925245,41181800,191.5312764036679,178.3528514853367,191.96486657895161,182.86178412629096,194.7454708275224,192.25384615761888,190.8684893929941,189.83199615864385,70.36317668306609,196.1335523921126,182.84201124604286,2.322197280535619
2024-06-07,AAPL,196.23046875,196.28030430445065,193.4896805396524,193.99796669662615,53103900,191.89704605635126,178.84062784399828,192.33452114580155,183.29849716826487,195.0345211925245,193.9880117607724,188.97487295416656,188.875198802712,66.95156312948063,195.9846844149353,184.2204716295855,2.790623764798255
2024-06-10,AAPL,192.4730987548828,196.6391048667748,191.50634675889475,196.2404356269631,97262100,192.7023371100984,179.34657979384082,193.04468741510362,183.8060241666452,193.99796669662615,194.7454708275224,190.1210227262773,188.6958217839837,70.30587822242913,196.52503953362404,184.87609628989472,5.132758107880051
2024-06-11,AAPL,206.45611572265625,206.46609195915696,192.9814138224934,193.00133588013964,172373300,192.91562175881296,179.7988972461522,193.03680531783743,184.1666246259979,196.2404356269631,195.0345211925245,190.79873376551856,190.4499145429012,60.719325923292544,196.34368410990234,185.875702971035,13.484678136663547
2024-06-12,AAPL,212.35630798339844,219.46241499269527,206.20696163392407,206.6753885384406,198134300,194.68567331724034,180.5666972900747,195.51654772158344,185.04932125001528,193.00133588013964,193.99796669662615,192.25384615761888,191.625965130265,75.75131837493637,200.3673885593886,183.8313470100349,13.255453358771206
2024-06-13,AAPL,213.5223693847656,216.02395620562416,210.89121315624297,214.02069454325613,97862700,197.07564049893824,181.48717652542723,198.88093805279664,186.18545353602474,206.6753885384406,196.2404356269631,193.9880117607724,190.3402701697929,80.1464602228123,205.79252932142364,181.0802188526374,5.13274304938119
2024-06-14,AAPL,211.7782287597656,214.44924427717245,210.59221246372425,213.13367378271624,70122700,199.309134500658,182.36005622385395,201.47234454914565,187.2422464868754,214.02069454325613,193.00133588013964,194.7454708275224,188.1875250894915,78.30076767291027,209.5092849522604,179.69363098420789,3.8570318134482022
